id, journal, dates, title, author, citation
"24253","Journal of Economic Behavior & Org","2004, Volume 54, Issue 2","Auditing cost overrun claims","Perez-Castrillo, David & Riedinger, Nicolas","11"
"24254","Journal of Economic Behavior & Org","2004, Volume 54, Issue 1","The evolution of honesty","Somanathan, E. & Rubin, Paul H.","50"
"24282","Journal of Economic Behavior & Org","2004, Volume 53, Issue 1","Evolution and altruism","Rosser, J. Jr.","55"
"24290","Journal of Economic Behavior & Org","2004, Volume 53, Issue 1","Cooperation and wealth","Stark, Oded","772"
"24291","Journal of Economic Behavior & Org","2004, Volume 53, Issue 1","A whole new ball game","Wilson, David Sloan","3921"
"24297","Journal of Economic Behavior & Org","2003, Volume 52, Issue 4","Good colleagues","Laband, David N. & Tollison, Robert D.","14"
"24317","Journal of Economic Behavior & Org","2003, Volume 52, Issue 1","The optimal size for a minority","Rapoport, Hillel & Weiss, Avi","30"
"24348","Journal of Economic Behavior & Org","2003, Volume 51, Issue 1","Rational escalation of costs","playing a sequence of unfavorable gambles: the martingale by Aloysius, John A.","11"
"24367","Journal of Economic Behavior & Org","2003, Volume 50, Issue 2","Strategic outsourcing","Shy, Oz & Stenbacka, Rune","267"
"24369","Journal of Economic Behavior & Org","2003, Volume 50, Issue 2","An ordering experiment","Norman, A. & Ahmed, M. & Chou, J. & Fortson, K. & Kurz, C. & Lee, H. & Linden, L. & Meythaler, K. & Rando, R. & Sheppard, K.","10"
"24371","Journal of Economic Behavior & Org","2003, Volume 50, Issue 1","Understanding reciprocity","Sethi, Rajiv & Somanathan, E.","247"
"24374","Journal of Economic Behavior & Org","2003, Volume 50, Issue 1","Volatility via social flaring","Rosser, J. Jr. & Ahmed, Ehsan & Hartmann, Georg C.","21"
"24392","Journal of Economic Behavior & Org","2002, Volume 49, Issue 3","Allais paradox in the small","Fan, Chinn-Ping","40"
"24401","Journal of Economic Behavior & Org","2002, Volume 49, Issue 1","The ultimate control group","Dow, Gregory K.","6"
"24405","Journal of Economic Behavior & Org","2002, Volume 49, Issue 1","Emotion and self-control","Gifford, Adam Jr.","104"
"24441","Journal of Economic Behavior & Org","2002, Volume 47, Issue 4","Unions as commitment devices","Eguchi, Kyota","14"
"24446","Journal of Economic Behavior & Org","2002, Volume 47, Issue 3","Bowling Alone: a review essay","Durlauf, Steven N.","182"
"24453","Journal of Economic Behavior & Org","2002, Volume 47, Issue 2","Communication and cooperation","Miller, John H. & Butts, Carter T. & Rode, David","86"
"24467","Journal of Economic Behavior & Org","2001, Volume 46, Issue 4","A random nth-price auction","Shogren, Jason F. & Margolis, Michael & Koo, Cannon & List, John A.","295"
"24476","Journal of Economic Behavior & Org","2001, Volume 46, Issue 3","On flexibility","Weiss, Christoph R.","48"
"24500","Journal of Economic Behavior & Org","2001, Volume 45, Issue 2","Learning","helping: a bounded rationality model of mentoring by Arai, Mahmood & Billot, Antoine & Lanfranchi, Joseph","13"
"24533","Journal of Economic Behavior & Org","2001, Volume 44, Issue 1","On sympathy and games","Sally, David","131"
"24613","Journal of Economic Behavior & Org","2000, Volume 41, Issue 1","On markets in economic theory","Day, R.","717"
"24622","Journal of Economic Behavior & Org","1999, Volume 40, Issue 4","Efficient moral hazard","Gifford, Sharon","14"
"24643","Journal of Economic Behavior & Org","1999, Volume 39, Issue 4","The economics of favors","Neilson, William S.","26"
"24644","Journal of Economic Behavior & Org","1999, Volume 39, Issue 4","Gift giving with emotions","Ruffle, Bradley J.","129"
"24647","Journal of Economic Behavior & Org","1999, Volume 39, Issue 4","Non-prisoners dilemma","Tullock, Gordon","46"
"24653","Journal of Economic Behavior & Org","1999, Volume 39, Issue 2","The vision of Hyman P. Minsky","Mehrling, Perry","77"
"24666","Journal of Economic Behavior & Org","1999, Volume 38, Issue 4","Paternalistic principals","Wirl, Franz","8"
"24712","Journal of Economic Behavior & Org","1998, Volume 37, Issue 1","The vintage economist","Velupillai, K. Vela","19"
"24755","Journal of Economic Behavior & Org","1998, Volume 35, Issue 3","Strategies of search","Sonnemans, Joep","107"
"24773","Journal of Economic Behavior & Org","1998, Volume 34, Issue 4","An experimental solidarity game","Selten, Reinhard & Ockenfels, Axel","376"
"24775","Journal of Economic Behavior & Org","1998, Volume 34, Issue 4","Learning","experience & learning by imitating successful others by Offerman, Theo & Sonnemans, Joep","104"
"24782","Journal of Economic Behavior & Org","1998, Volume 34, Issue 3","The market value of rarity","Koford, Kenneth & Tschoegl, Adrian E.","43"
"24797","Journal of Economic Behavior & Org","1998, Volume 34, Issue 1","From plan to markets","Eliasson, Gunnar","38"
"24804","Journal of Economic Behavior & Org","1998, Volume 34, Issue 1","Bureaucratic behavior modeled","reduced-rank regression: The case of expenditures from the Soviet state budget by Burkett, John P.","5"
"24828","Journal of Economic Behavior & Org","1998, Volume 33, Issue 2","Product risk sharing","warranties in a monopoly market with risk-averse consumers by Boom, Anette","20"
"24833","Journal of Economic Behavior & Org","1997, Volume 33, Issue 1","Credible threats in extortion","Konrad, Kai A. & Skaperdas, Stergios","93"
"24842","Journal of Economic Behavior & Org","1997, Volume 32, Issue 4","The two faces of learning","cooperating: The evolution & stability of inter-firm agreements in the European electronics industry by Bureth, Antoine & Wolff, Sandrine & Zanfei, Antonello","65"
"24865","Journal of Economic Behavior & Org","1997, Volume 32, Issue 1","Learning of equilibria","a population with minimal information by Dawid, Herbert","15"
"24868","Journal of Economic Behavior & Org","1997, Volume 32, Issue 1","A multi-sector inventory model","Allen, Donald S.","4"
"24886","Journal of Economic Behavior & Org","1996, Volume 31, Issue 2","Bayes contingent plans","Green, Edward J. & Park, In-Uck","12"
"24892","Journal of Economic Behavior & Org","1996, Volume 31, Issue 1","A theory of sex discrimination","Danziger, Leif & Katz, Eliakim","13"
"24919","Journal of Economic Behavior & Org","1996, Volume 30, Issue 1","Uncertain contestability","Cairns, Robert D.","5"
"24924","Journal of Economic Behavior & Org","1996, Volume 29, Issue 3","Structure and cycles","Amendola, Mario & Froeschle, Claude & Gaffard, Jean-Luc","4"
"24925","Journal of Economic Behavior & Org","1996, Volume 29, Issue 3","When risk generates chaos","Boussard, Jean-Marc","122"
"24932","Journal of Economic Behavior & Org","1996, Volume 29, Issue 2","Economizing","firms through learning & adaptation by Cyert, Richard M. & Kumar, Praveen","36"
"24961","Journal of Economic Behavior & Org","1995, Volume 28, Issue 2","The coexistence of conventions","Sugden, Robert","58"
"24964","Journal of Economic Behavior & Org","1995, Volume 28, Issue 1","When meritocracies fail","Kim, HeeMin & Parker, Glenn R.","4"
"24986","Journal of Economic Behavior & Org","1995, Volume 27, Issue 2","Political economic chaos?","Sasakura, Kazuyuki","11"
"24989","Journal of Economic Behavior & Org","1995, Volume 27, Issue 2","Caution implies profit","Huang, Weihong","42"
"24995","Journal of Economic Behavior & Org","1995, Volume 27, Issue 1","Wives motives and fertility","Phelps, Charlotte D.","6"
"25004","Journal of Economic Behavior & Org","1995, Volume 26, Issue 3","The economics of envy","Mui, Vai-Lam","225"
"25017","Journal of Economic Behavior & Org","1995, Volume 26, Issue 2","Search with free-riders","King, Stephen P.","17"
"25019","Journal of Economic Behavior & Org","1995, Volume 26, Issue 2","Metric utility functions","Mehta, Ghanshyam B.","7"
"25092","Journal of Economic Behavior & Org","1994, Volume 23, Issue 1","Dumping and signaling","Hartigan, James C.","44"
"25097","Journal of Economic Growth","2014, Volume 19, Issue 4","The two sides of envy","Boris Gershman","21"
"25099","Journal of Economic Growth","2014, Volume 19, Issue 3","Growth in regions","Nicola Gennaioli & Rafael La Porta & Florencio Lopez De Silanes & andrei Shleifer","548"
"25100","Journal of Economic Growth","2014, Volume 19, Issue 3","Africa is on time","Maxim Pinkovskiy & Xavier Sala-i-Martin","83"
"25102","Journal of Economic Growth","2014, Volume 19, Issue 2","The democratic transition","Fabrice Murtin & Romain Wacziarg","151"
"25106","Journal of Economic Growth","2014, Volume 19, Issue 1","Womens rights and development","Raquel Fernndez","92"
"25122","Journal of Economic Growth","2012, Volume 17, Issue 4","The economic value of virtue","Fabio Mariani","3"
"25127","Journal of Economic Growth","2012, Volume 17, Issue 2","The roots of ethnic diversity","Pelle Ahlerup & Ola Olsson","151"
"25128","Journal of Economic Growth","2012, Volume 17, Issue 2","Markets and jungles","Thomas Gall & Paolo Masella","1"
"25150","Journal of Economic Growth","2010, Volume 15, Issue 3","Pacifying monogamy","Nils-Petter Lagerlf","23"
"25151","Journal of Economic Growth","2010, Volume 15, Issue 2","The power of the family","Alberto Alesina & Paola Giuliano","671"
"25152","Journal of Economic Growth","2010, Volume 15, Issue 2","The Green Solow model","William Brock & M. Taylor","556"
"25166","Journal of Economic Growth","2009, Volume 14, Issue 1","Volatility and firm growth","Alberto Chong & Mark Gradstein","40"
"25169","Journal of Economic Growth","2008, Volume 13, Issue 4","Technology usage lags","Diego Comin & Bart Hobijn & Emilie Rovito","64"
"25172","Journal of Economic Growth","2008, Volume 13, Issue 3","The curse of aid","Simeon Djankov & Jose Montalvo & Marta Reynal-Querol","713"
"25175","Journal of Economic Growth","2008, Volume 13, Issue 2","Death and development","Peter Lorentzen & John McMillan & Romain Wacziarg","481"
"25182","Journal of Economic Growth","2007, Volume 12, Issue 4","The Manhattan Metaphor","Pietro Peretto & Michelle Connolly","97"
"25183","Journal of Economic Growth","2007, Volume 12, Issue 4","Escaping high mortality","Javier Birchenall","30"
"25185","Journal of Economic Growth","2007, Volume 12, Issue 3","Inequality and mobility","John Hassler & Jos Rodrguez Mora & Joseph Zeira","87"
"25190","Journal of Economic Growth","2007, Volume 12, Issue 1","What you export matters","Ricardo Hausmann & Jason Hwang & Dani Rodrik","2752"
"25208","Journal of Economic Growth","2005, Volume 10, Issue 4","Growth Accelerations","Ricardo Hausmann & Lant Pritchett & Dani Rodrik","1471"
"25209","Journal of Economic Growth","2005, Volume 10, Issue 4","Borders and Growth","Enrico Spolaore & Romain Wacziarg","127"
"25223","Journal of Economic Growth","2004, Volume 9, Issue 3","Do Institutions Cause Growth?","Edward L. Glaeser & Rafael La Porta & Florencio Lopez-de-Silanes & andrei Shleifer","3735"
"25229","Journal of Economic Growth","2004, Volume 9, Issue 2","Venture Capital Backed Growth","Christian Keuschnigg","189"
"25233","Journal of Economic Growth","2003, Volume 8, Issue 4","Geography and Poverty Traps","Bloom, David E & Canning, David & Sevilla, Jaypee","265"
"25239","Journal of Economic Growth","2003, Volume 8, Issue 2","Fractionalization","Alesina, Alberto, et al","4843"
"25240","Journal of Economic Growth","2003, Volume 8, Issue 2","Ethnic and Cultural Diversity","Country by Fearon, James D","1911"
"25250","Journal of Economic Growth","2002, Volume 7, Issue 3","Growth Is Good for the Poor","Dollar, David & Kraay, Aart","4976"
"25253","Journal of Economic Growth","2002, Volume 7, Issue 3","Pursuing Problems in Growth","Keely, Louise C","7"
"25294","Journal of Economic Growth","1999, Volume 4, Issue 3","Life during Growth","Easterly, William","639"
"25298","Journal of Economic Growth","1999, Volume 4, Issue 2","Notes on Growth Accounting","Barro, Robert J","836"
"25304","Journal of Economic Growth","1999, Volume 4, Issue 1","Mercantilism and Modern Growth","McDermott, John","32"
"25310","Journal of Economic Growth","1998, Volume 3, Issue 3","Growth States and Shocks","Startz, Richard","15"
"25324","Journal of Economic Growth","1997, Volume 2, Issue 4","Exploring Growth Trajectories","Cozzi, Guido","11"
"25327","Journal of Economic Growth","1997, Volume 2, Issue 3","Exploitation and Growth","McDermott, John","13"
"25330","Journal of Economic Growth","1997, Volume 2, Issue 2","Convergence Revisited","Jones, Charles I","260"
"25343","Journal of Economic Growth","1996, Volume 1, Issue 3","Predation and Accumulation","Grossman, Herschel I & Kim, Minseong","211"
"25352","Journal of Economic Growth","1996, Volume 1, Issue 1","Democracy and Growth","Barro, Robert J","3695"
"25357","Journal of Economic Growth","1996, Volume 1, Issue 1","Social Conflict and Growth","Benhabib, Jess & Rustichini, Aldo","571"
"25390","Journal of Economic Theory","2014, Volume 153, Issue C","Rental harmony with roommates","Azrieli, Yaron & Shmaya, Eran","4"
"25398","Journal of Economic Theory","2014, Volume 153, Issue C","A theory of subjective learning","Dillenberger, David & Lleras, Juan Sebastin & Sadowski, Philipp & Takeoka, Norio","48"
"25399","Journal of Economic Theory","2014, Volume 153, Issue C","Social learning","chit-chat by Gallo, Edoardo","7"
"25408","Journal of Economic Theory","2014, Volume 153, Issue C","The macroeconomics of Model T","Foellmi, Reto & Wuergler, Tobias & Zweimller, Josef","16"
"25424","Journal of Economic Theory","2014, Volume 152, Issue C","Hiring through referrals","Galenianos, Manolis","97"
"25425","Journal of Economic Theory","2014, Volume 152, Issue C","Revision proofness","Ales, Laurence & Sleet, Christopher","7"
"25426","Journal of Economic Theory","2014, Volume 152, Issue C","Optimal categorization","Mohlin, Erik","23"
"25441","Journal of Economic Theory","2014, Volume 150, Issue C","Behavioral learning equilibria","Hommes, Cars & Zhu, Mei","44"
"25443","Journal of Economic Theory","2014, Volume 150, Issue C","The Condorcet Jur(ies) Theorem","Ahn, David S. & Oliveros, Santiago","19"
"25444","Journal of Economic Theory","2014, Volume 150, Issue C","Improving Nash","coarse correlation by Moulin, Herve & Ray, Indrajit & Sen Gupta, Sonali","11"
"25454","Journal of Economic Theory","2014, Volume 149, Issue C","Liquidating illiquid collateral","Oehmke, Martin","41"
"25458","Journal of Economic Theory","2014, Volume 149, Issue C","Agency-based asset pricing","Gorton, Gary B. & He, Ping & Huang, Lixin","15"
"25471","Journal of Economic Theory","2013, Volume 148, Issue 6","On microfoundations of the city","Picard, Pierre M. & Tabuchi, Takatoshi","15"
"25475","Journal of Economic Theory","2013, Volume 148, Issue 6","Higher order game dynamics","Laraki, Rida & Mertikopoulos, Panayotis","22"
"25476","Journal of Economic Theory","2013, Volume 148, Issue 6","Community standards","Miller, Alan D.","95"
"25488","Journal of Economic Theory","2013, Volume 148, Issue 5","On Ramsey??????_s conjecture","Mitra, Tapan & Sorger, Gerhard","-1"
"25491","Journal of Economic Theory","2013, Volume 148, Issue 5","Gambling in contests","Seel, Christian & Strack, Philipp","25"
"25504","Journal of Economic Theory","2013, Volume 148, Issue 4","Removed preferences","Noor, Jawwad","2"
"25505","Journal of Economic Theory","2013, Volume 148, Issue 4","Dynamically stable preferences","Gumen, Anna & Savochkin, andrei","8"
"25519","Journal of Economic Theory","2013, Volume 148, Issue 3","The value of switching costs","Biglaiser, Gary & Crmer, Jacques & Dobos, Gergely","42"
"25521","Journal of Economic Theory","2013, Volume 148, Issue 3","Ambiguity and robust statistics","Cerreia-Vioglio, Simone & Maccheroni, Fabio & Marinacci, Massimo & Montrucchio, Luigi","40"
