ID, Journal, Date, Title,Author, Citation
55628,Journal of International Economics,"Pages 1-260 (October 2003), Volum61,Issue1",Firms_???? export decisions_????fixed trade costs and the size of the export market,Hege Medin,-1
56094,Journal of International Economics,"Pages 201-518 (May 1994), Volum36,Issue3_4","The _??_procompetitive_???? effects of trade policy reform in a small, open economy",Thomas W. Hertel,56
50220,Journal of Labor Economics,"Vol. 27, No. 2, April 2009",Ethnic Enclaves and Immigrant Labor Market Outcomes: Quasi_????Experimental Evidence,Anna Piil Damm,276
51103,Journal of Law & Economics,"Vol. 44, No. 1, April 2001",Are Vertical Restraints Pro_???? or Anticompetitive? Lessons from Interstate Circuit,David A. Butz & Andrew N. Kleit,28
52920,Quarterly Journal of Economics,Volume 109?Issue 2?May 1994,Living by the _??_Golden Rule_??_: Multimarket Contact in the U. S. Airline Industry,William N. Evans&Ioannis N. Kessides,0
52947,Quarterly Journal of Economics,Volume 109?Issue 1?February 1994,Living by the _??_Golden Rule_??_: Multimarket Contact in the U. S. Airline Industry,William N. Evans&Ioannis N. Kessides,0
53593,Review of Economic Studies,Volume 76?Issue 1?January 2009,"Assessing the Equalizing Force of Mobility Using Short Panels: France, 1990_????2000",Stphane Bonhomme&Jean-Marc Robin,72
55677,Journal of International Economics,"Pages 239-496 (December 2002), Volum58,Issue2",On the growth effects of North_????South trade: the role of labor market flexibility,Lutz G. Arnold,-1
40912,Marketing Science,"2006, Volume 25, Issue 6",:????The Implications of???_Big ???_ Marketing for Modeling Service and Relationships,Ruth N. Bolton,0
46383,Scandinavian Journal of Economics,"2013, Volume 115, Issue 1",Testing Social Preferences for an Economic???_Ba???_: An Artefactual Field Experiment,Deborah Kerley Keisner & Kent D. Messer & William D. Schulze & Homa Zarghamee,0
47178,World Development,"2014, Volume 61, Issue C","Interpreting Institutional Fit: Urbanization, Development, and Chinas???_Land-Los???_","Lian, Hongping & Lejano, Raul P.",17
50822,Journal of Law & Economics,"Vol. 54, No. 3, August 2011",Who_????s the Fairest in the Land? Analysis of Judge and Jury Death Penalty Decisions,Radha Iyengar,0
54234,Review of Economic Studies,Volume 68?Issue 3?July 2001,"Corporate Tournaments, Human Capital Acquisition, and the Firm Size_????Wage Relation",Jan Zbojnk&Dan Bernhardt,156
54260,Review of Economic Studies,Volume 68?Issue 2?April 2001,"Corporate Tournaments, Human Capital Acquisition, and the Firm Size_????Wage Relation",Jan Zbojnk &Dan Bernhardt,156
54291,Review of Economic Studies,Volume 68?Issue 1?January 2001,"Corporate Tournaments, Human Capital Acquisition, and the Firm Size_????Wage Relation",Jan Zbojnk & Dan Bernhardt,156
30905,Journal of Human Resources,"2010, Volume 45, Issue 1",The???_Missing Girls??_ of China & the Unintended Consequences of the One Child Policy,Avraham Ebenstein,0
36082,Journal of Public Economics,"2014, Volume 120, Issue C",The impact of an unexpected wage cut on corruption: Evidence from a???_Xeroxe???_ exam,"Borcan, Oana & Lindahl, Mikael & Mitrut, andreea",13
38195,Journal of Risk & Uncertainty,"2012, Volume 44, Issue 2",Belief elicitation in the presence of na????_????ve respondents: An experimental study,Li Hao & Daniel Houser,23
50347,Journal of Labor Economics,"Vol. 22, No. 2, April 2004",New Jersey_????s Family Cap Experiment: Do Fertility Impacts Differ by Racial Density?,Radha Jagannathan& Michael J. Camasso& Mark Killingsworth,0
52405,Quarterly Journal of Economics,Volume 115?Issue 4?November 2000,"Power Couples: Changes in the Locational Choice of the College Educated, 1940_????1990",Dora L. Costa&Matthew E. Kahn,553
52426,Quarterly Journal of Economics,Volume 115?Issue 3?August 2000,"Power Couples: Changes in the Locational Choice of the College Educated, 1940_????1990",Dora L. Costa &Matthew E. Kahn,553
52479,Quarterly Journal of Economics,Volume 115?Issue 1?February 2000,"Power Couples: Changes in the Locational Choice of the College Educated, 1940_????1990",Dora L. Costa&Matthew E. Kahn,553
31002,Journal of Human Resources,"2007, Volume 42, Issue 1",The Socioeconomic Consequences of???_In-Wor???_ Benefit Reform for British Lone Mothers,Marco Francesconi&Wilbert van der Klaauw,0
34205,Journal of Money Credit & Banking,"2011, Volume 43","Discussion of???_Asset Prices, Liquidity, and Monetary Policy in an Exchange Econom???_",Tan Wang,1
50164,Journal of Labor Economics,"Vol. 29, No. 3, July 2011",Child Care Choices and Children_????s Cognitive Achievement: The Case of Single Mothers,Raquel Bernal & Michael P. Keane,0
50311,Journal of Labor Economics,"Vol. 23, No. 3, July 2005","Changes in U.S. Wages, 1976_????2000: Ongoing Skill Bias or Major Technological Change?",Paul Beaudry & David A. Green,0
51464,Quarterly Journal of Economics,Volume 127?Issue 1?February 2012,"Long-Run Impacts of Unions on Firms: New Evidence from Financial Markets, 1961_????1999",David S. Lee&Alexandre Mas,188
52072,Quarterly Journal of Economics,Volume 119?Issue 4?November 2004,"Baby Booms and Drug Busts: Trends in Youth Drug use in the United States, 1975_????2000",Mireille Jacobson,59
52092,Quarterly Journal of Economics,Volume 119?Issue 3?August 2004,"Baby Booms and Drug Busts: Trends in Youth Drug use in the United States, 1975_????2000",Mireille Jacobson,59
47756,World Development,"2011, Volume 39, Issue 8",The Burkinab????_???? Cotton Story 1992-2007: Sustainable Success or Sub-Saharan Mirage?,"Kaminski, Jonathan & Headey, Derek & Bernard, Tanguy",39
50081,Journal of Labor Economics,"Vol. 32, No. 4, October 2014",How the Allocation of Children_????s Time Affects Cognitive and Noncognitive Development,Mario Fiorini & Michael P. Keane,0
50938,Journal of Law & Economics,"Vol. 50, No. 4, November 2007",Advertising Restrictions and Competition in the Children_????s Breakfast Cereal Industry,C. Robert Clark,25
51058,Journal of Law & Economics,"Vol. 45, No. S2, October 2002",Direct_????to_????Consumer Advertising and the Demand for Cholesterol_????Reducing Drugs,John E. Calfee& Clifford Winston& Randolph Stempski,0
51071,Journal of Law & Economics,"Vol. 45, No. 1, April 2002","Sorting, Quotas, and the Civil Rights Act of 1991: Who Hires When It_????s Hard to Fire?",Paul Oyer & Scott Schaefer,41
52542,Quarterly Journal of Economics,Volume 114?Issue 1?February 1999,Abortion Legalization and Child Living Circumstances: Who is the _??_Marginal Child_??_?,Jonathan Gruber&Phillip Levine&Douglas Staiger,272
56092,Journal of International Economics,"Pages 201-518 (May 1994), Volum36,Issue3_4",Bid_????ask spreads and volatility in the foreign exchange market: An empirical analysis,Tim Bollerslev& Michael Melvin,334
46337,Scandinavian Journal of Economics,"2014, Volume 116, Issue 2",Larg???_ versus???_Smal???_ Players: A Closer Look at the Dynamics of Speculative Attacks,Geir H. Bjnnes & Steinar Holden & Dagfinn Rime & Haakon O. Aa. Solheim,0
50337,Journal of Labor Economics,"Vol. 22, No. 3, July 2004",Agency Theory and Executive Compensation: The Case of Chinese State_????Owned Enterprises,Taye Mengistae & Lixin Colin Xu,183
50415,Journal of Labor Economics,"Vol. 20, No. S2, April 2002",Internal Capital Markets and Firm_????Level Compensation Incentives for Division Managers,Julie Wulf,0
50434,Journal of Labor Economics,"Vol. 19, No. 4, October 2001",Earnings Instability and Earnings Inequality of Males in the United States: 1967_????1991,Steven J. Haider,348
50575,Journal of Labor Economics,"Vol. 15, No. 3, July 1997",On the Efficiency of the Rank_????Order Contract under Moral Hazard and Adverse Selection,Jungyoll Yun,0
51012,Journal of Law & Economics,"Vol. 47, No. 2, October 2004",Other People_????s Taxes: Nonresident Voters and Statewide Limitation of Local Government,Jacob L. Vigdor,0
55918,Journal of International Economics,"Pages 187-378 (1 August 1998), Volum45,Issue2","Currency areas, international monetary regimes, and the employment_????inflation tradeoff",Fabio Ghironi& Francesco Giavazzi,23
23062,Journal of Economic Behavior & Org,"2012, Volume 84, Issue 1",Critical import supply elasticities and the???_imports-as-market-disciplin????? hypothesis,"Zimmerman, Paul R. & Carlson, Julie A.",4
33941,Journal of Money Credit & Banking,"2014, Volume 46, Issue 2-3",Foreign Entry into Underwriting Services: Evidence from Japans???_Big Ban???_ Deregulation,Jose A. Lopez & Mark M. Spiegel,0
47549,World Development,"2012, Volume 40, Issue 9",The Institutional Reforms Debate and FDI Flows to the MENA Region: The???_Bes???_ Ensemble,"Mina, Wasseem Michel",49
50274,Journal of Labor Economics,"Vol. 24, No. 4, October 2006",Lasting or Latent Scars? Swedish Evidence on the Long_????Term Effects of Job Displacement,Marcus Eliason & Donald Storrie,0
50551,Journal of Labor Economics,"Vol. 16, No. 2, April 1998",Job_????to_????Job and Job_????to_????Nonemployment Turnover by Gender and Education Level,Anne Beeson Royalty,0
50719,Journal of Law & Economics,"Vol. 57, No. 2, May 2014",Access to Justice and Entrepreneurship: Evidence from Brazil_????s Special Civil Tribunals,Guilherme Lichand & Rodrigo R. Soares,15
51185,Journal of Law & Economics,"Vol. 41, No. 1, April 1998",The Political Economy of Market_????Based Environmental Policy: The U.S. Acid Rain Program,By Paul L. Joskow & Richard Schmalensee,0
51914,Quarterly Journal of Economics,Volume 121?Issue 4?November 2006,Fairness Perceptions and Reservation Wages_????the Behavioral Effects of Minimum Wage Laws,Armin Falk&Ernst Fehrand&Christian Zehnder,237
51934,Quarterly Journal of Economics,Volume 121?Issue 3?August 2006,Fairness Perceptions and Reservation Wages_????the Behavioral Effects of Minimum Wage Laws,Armin Falk&Ernst Fehr&Christian Zehnder,237
51963,Quarterly Journal of Economics,Volume 121?Issue 2?May 2006,Fairness Perceptions and Reservation Wages_????the Behavioral Effects of Minimum Wage Laws,Armin Falk&Ernst Fehrand&Christian Zehnder,237
22750,Journal of Economic Behavior & Org,"2014, Volume 99, Issue C",Network analysis and calibration of the???_leveraged network-based financial accelerato???_,"Bargigli, Leonardo & Gallegati, Mauro & Riccetti, Luca & Russo, Alberto",16
45514,Review of Financial Studies,"2010, Volume 23, Issue 5",Discrete-Time Affine-super???_ Term Structure Models with Generalized Market Prices of Risk,Anh Le & Kenneth J. Singleton & Qiang Dai,0
50237,Journal of Labor Economics,"Vol. 26, No. 2, April 2008",Skill Dispersion and Firm Productivity: An Analysis with Employer_????Employee Matched Data,Susana Iranzo& Fabiano Schivardi& Elisa Tosetti,228
50392,Journal of Labor Economics,"Vol. 20, No. 4, October 2002",Skill_????Biased Technological Change and Rising Wage Inequality: Some Problems and Puzzles,David Card & John E. DiNardo,0
50920,Journal of Law & Economics,"Vol. 51, No. 2, May 2008",The Political Economy of Truth_????in_????Advertising Regulation during the Progressive Era,Zeynep K. Hansen & Marc T. Law,0
51100,Journal of Law & Economics,"Vol. 44, No. 1, April 2001",Deregulating Property_????Casualty Insurance Pricing: The Case of Workers_???? Compensation,Anthony J. Barkume & John W. Ruser,0
51119,Journal of Law & Economics,"Vol. 43, No. 2, October 2000",Self_????Regulation and Social Welfare: The Political Economy of Corporate Environmentalism,By John W. Maxwell& Thomas P. Lyon& Steven C. Hackett,0
43915,Review of Economics & Statistics,"2011, Volume 93, Issue 1",The Flat-Rate Pricing Paradox: Conflicting Effects of ???_All-You-Can-Eat???_ Buffet Pricing,David R Just & Brian Wansink,87
50226,Journal of Labor Economics,"Vol. 26, No. 4, October 2008",Why Have the Labor Force Participation Rates of Older Men Increased since the Mid_????1990s?,Tammy Schirle,165
50811,Journal of Law & Economics,"Vol. 54, No. 4, November 2011","Strong Steam, Weak Patents, or the Myth of Watt_????s Innovation-Blocking Monopoly, Exploded",George Selgin & John L. Turner,0
50855,Journal of Law & Economics,"Vol. 53, No. 3, August 2010","Industrial Policy Cuts Two Ways: Evidence from Cotton-Spinning Firms in Japan, 1956_????1964",Kozo Kiyota & Tetsuji Okazaki,9
55060,Journal of International Economics,"Pages 1-182 (January 2012), Volum86,Issue1",_??_Lending by example_??_: Direct and indirect effects of foreign banks in emerging markets,Mariassunta Giannetti& Steven Ongena,-1
23282,Journal of Economic Behavior & Org,"2011, Volume 79, Issue 1",Climbing the hierarchical ladders of rules??_: A life-cycle theory of institutional evolution,"Brousseau, Eric & Raynaud, Emmanuel",32
42207,Rand Journal of Economics,"2011, Volume 42, Issue 1",Direct and indirect knowledge spillovers: the???_social networ???_ of ope?????source projects,Chaim Fershtman & Neil Gandal,0
50209,Journal of Labor Economics,"Vol. 27, No. 4, October 2009",Why Does Spousal Education Matter for Earnings? Assortative Mating and Cross_????Productivity,Chong Huang& Hongbin Li& Pak Wai Liu& Junsen Zhang,52
50239,Journal of Labor Economics,"Vol. 26, No. 2, April 2008","The Expanding Workweek? Understanding Trends in Long Work Hours among U.S. Men, 1979_????2006",Peter Kuhn & Fernando Lozano,216
50430,Journal of Labor Economics,"Vol. 20, No. 1, January 2002",The Transition in East Germany: When Is a Ten_????Point Fall in the Gender Wage Gap Bad News?,Jennifer Hunt,0
51307,Quarterly Journal of Economics,Volume 129?Issue 2?May 2014,International Trade and Institutional Change: Medieval Venice_????s Response to Globalization,Diego Puga&Daniel Trefler,64
55505,Journal of International Economics,"Pages 267-550 (July 2005), Volum66,Issue2","A new world order: explaining the international diffusion of the gold standard, 1870_????1913",Christopher M. Meissner,139
55709,Journal of International Economics,"Pages 247-512 (March 2002), Volum56,Issue2",Explaining business cycles in small open economies: _??_How much do world prices matter?_????,M.Ayhan Kose,390
29137,Journal of Financial Economics,"2014, Volume 113, Issue 3",China???€?_??????s secondary privatization: Perspectives from the Split-Share Structure Reform,"Liao, Li & Liu, Bibo & Wang, Hao",160
50086,Journal of Labor Economics,"Vol. 32, No. 3, July 2014",Expansions in Maternity Leave Coverage and Mothers_???? Labor Market Outcomes after Childbirth,Uta Schnberg & Johannes Ludsteck,136
50162,Journal of Labor Economics,"Vol. 29, No. 4, October 2011",The Effect of Parents_???? Schooling on Child_????s Schooling: A Nonparametric Bounds Analysis,Monique de Haan,0
50328,Journal of Labor Economics,"Vol. 22, No. 4, October 2004",Is Making Divorce Easier Bad for Children? The Long_????Run Implications of Unilateral Divorce,Jonathan Gruber,423
50385,Journal of Labor Economics,"Vol. 21, No. 1, January 2003",Can the Mortensen_????Pissarides Model with Productivity Changes Explain U.S. Wage Inequality?,Linda Y. Wong,0
50565,Journal of Labor Economics,"Vol. 15, No. 4, October 1997",The Determinants of Full_????Time versus Part_????Time Reemployment following Job Displacement,Brian P. McCall,0
51149,Journal of Law & Economics,"Vol. 42, No. S1, April 1999",Shaming White_????Collar Criminals: A Proposal for Reform of the Federal Sentencing Guidelines,By Dan M. Kahan & Eric A. Posner,0
55363,Journal of International Economics,"Pages 1-222 (September 2007), Volum73,Issue1",Emerging Markets and Financial Globalization Sovereign Bond Spreads in 1870_????1913 and Today,Graciela Kaminsky,211
47159,World Development,"2014, Volume 63, Issue C",Going Global in Groups??_: Structural Transformation and Chinas Special Economic Zones Overseas,"Brutigam, Deborah & Tang, Xiaoyang",0
